customer_id,name,email,city,registration_date,days_since_registration,customer_segment,total_orders,total_spent,avg_order_value,max_order_value,first_order_date,last_order_date,suspicious_orders,clv_score,value_segment
153,Customer 153,customer153@email.com,Yogyakarta,2023-06-02,771,Veteran,5.0,1077.62,215.52,425.3,2024-01-17 18:00:00,2024-07-07 19:00:00,1.0,683.12,VIP
154,Customer 154,customer154@email.com,Medan,2023-06-03,770,Veteran,8.0,2151.57,268.95,479.31,2024-01-27 16:00:00,2024-06-27 21:00:00,2.0,1341.84,VIP
155,Customer 155,customer155@email.com,Yogyakarta,2023-06-04,769,Veteran,3.0,753.06,251.02,370.9,2024-01-22 07:00:00,2024-07-15 01:00:00,0.0,485.94,High Value
156,Customer 156,customer156@email.com,Medan,2023-06-05,768,Veteran,7.0,2236.14,319.45,481.19,2024-03-09 05:00:00,2024-07-12 04:00:00,3.0,1394.63,VIP
157,Customer 157,customer157@email.com,Yogyakarta,2023-06-06,767,Veteran,5.0,1356.5,271.3,389.26,2024-01-06 09:00:00,2024-04-08 14:00:00,0.0,856.03,VIP
158,Customer 158,customer158@email.com,Medan,2023-06-07,766,Veteran,3.0,856.78,285.59,368.62,2024-01-20 11:00:00,2024-05-15 14:00:00,0.0,551.63,High Value
159,Customer 159,customer159@email.com,Surabaya,2023-06-08,765,Veteran,6.0,1531.55,255.26,471.25,2024-03-03 14:00:00,2024-06-06 05:00:00,1.0,962.46,VIP
160,Customer 160,customer160@email.com,Medan,2023-06-09,764,Veteran,7.0,1472.59,210.37,360.07,2024-01-09 19:00:00,2024-05-28 20:00:00,0.0,925.59,VIP
161,Customer 161,customer161@email.com,Surabaya,2023-06-10,763,Veteran,10.0,2801.54,280.15,445.25,2024-01-02 07:00:00,2024-06-14 08:00:00,2.0,1738.94,VIP
162,Customer 162,customer162@email.com,Bandung,2023-06-11,762,Veteran,7.0,2395.25,342.18,473.38,2024-01-05 05:00:00,2024-07-26 13:00:00,2.0,1492.37,VIP
163,Customer 163,customer163@email.com,Medan,2023-06-12,761,Veteran,7.0,2157.67,308.24,498.12,2024-01-18 02:00:00,2024-07-23 23:00:00,3.0,1346.43,VIP
164,Customer 164,customer164@email.com,Yogyakarta,2023-06-13,760,Veteran,4.0,1171.57,292.89,433.85,2024-05-16 20:00:00,2024-07-19 05:00:00,2.0,744.23,VIP
165,Customer 165,customer165@email.com,Surabaya,2023-06-14,759,Veteran,7.0,2561.95,365.99,494.78,2024-02-05 13:00:00,2024-07-18 21:00:00,3.0,1594.77,VIP
166,Customer 166,customer166@email.com,Jakarta,2023-06-15,758,Veteran,3.0,691.14,230.38,383.48,2024-02-16 06:00:00,2024-04-14 19:00:00,0.0,446.72,High Value
167,Customer 167,customer167@email.com,Bandung,2023-06-16,757,Veteran,5.0,1141.51,228.3,358.99,2024-01-03 15:00:00,2024-05-09 13:00:00,0.0,722.74,VIP
168,Customer 168,customer168@email.com,Bandung,2023-06-17,756,Veteran,6.0,1568.43,261.41,412.41,2024-01-30 14:00:00,2024-07-07 00:00:00,1.0,985.2,VIP
169,Customer 169,customer169@email.com,Bandung,2023-06-18,755,Veteran,1.0,403.11,403.11,403.11,2024-05-28 03:00:00,2024-05-28 03:00:00,1.0,285.18,Medium Value
170,Customer 170,customer170@email.com,Surabaya,2023-06-19,754,Veteran,5.0,1598.78,319.76,455.51,2024-02-05 05:00:00,2024-07-15 20:00:00,2.0,1006.24,VIP
171,Customer 171,customer171@email.com,Jakarta,2023-06-20,753,Veteran,2.0,370.65,185.32,339.14,2024-01-09 15:00:00,2024-03-25 03:00:00,0.0,246.92,Medium Value
172,Customer 172,customer172@email.com,Medan,2023-06-21,752,Veteran,7.0,1441.57,205.94,493.42,2024-01-20 09:00:00,2024-07-12 05:00:00,1.0,906.54,VIP
173,Customer 173,customer173@email.com,Jakarta,2023-06-22,751,Veteran,7.0,1098.24,156.89,300.49,2024-02-06 20:00:00,2024-06-28 11:00:00,0.0,695.63,VIP
174,Customer 174,customer174@email.com,Surabaya,2023-06-23,750,Veteran,3.0,625.63,208.54,479.92,2024-02-05 02:00:00,2024-07-07 21:00:00,1.0,405.23,High Value
175,Customer 175,customer175@email.com,Jakarta,2023-06-24,749,Veteran,2.0,624.1,312.05,327.67,2024-03-10 23:00:00,2024-04-27 07:00:00,0.0,411.66,High Value
176,Customer 176,customer176@email.com,Jakarta,2023-06-25,748,Veteran,3.0,809.36,269.79,371.03,2024-01-22 17:00:00,2024-06-24 07:00:00,0.0,521.6,High Value
177,Customer 177,customer177@email.com,Jakarta,2023-06-26,747,Veteran,4.0,617.58,154.39,373.4,2024-02-02 17:00:00,2024-06-15 04:00:00,0.0,397.99,High Value
178,Customer 178,customer178@email.com,Medan,2023-06-27,746,Veteran,5.0,1086.95,217.39,297.81,2024-02-10 05:00:00,2024-06-18 12:00:00,0.0,688.91,VIP
179,Customer 179,customer179@email.com,Yogyakarta,2023-06-28,745,Veteran,3.0,1043.76,347.92,437.7,2024-03-02 05:00:00,2024-07-02 20:00:00,1.0,670.05,VIP
180,Customer 180,customer180@email.com,Surabaya,2023-06-29,744,Veteran,3.0,856.37,285.46,482.53,2024-01-29 02:00:00,2024-05-14 13:00:00,1.0,551.37,High Value
181,Customer 181,customer181@email.com,Medan,2023-06-30,743,Veteran,1.0,139.5,139.5,139.5,2024-01-21 00:00:00,2024-01-21 00:00:00,0.0,100.65,Medium Value
182,Customer 182,customer182@email.com,Jakarta,2023-07-01,742,Veteran,6.0,1537.02,256.17,490.75,2024-02-06 11:00:00,2024-06-11 18:00:00,2.0,965.83,VIP
183,Customer 183,customer183@email.com,Bandung,2023-07-02,741,Veteran,8.0,2291.0,286.38,495.15,2024-02-17 17:00:00,2024-07-06 10:00:00,3.0,1427.24,VIP
184,Customer 184,customer184@email.com,Yogyakarta,2023-07-03,740,Veteran,5.0,1242.9,248.58,389.87,2024-01-13 18:00:00,2024-07-26 23:00:00,0.0,785.6,VIP
185,Customer 185,customer185@email.com,Medan,2023-07-04,739,Veteran,1.0,273.73,273.73,273.73,2024-04-26 00:00:00,2024-04-26 00:00:00,0.0,194.61,Medium Value
186,Customer 186,customer186@email.com,Bandung,2023-07-05,738,Veteran,3.0,831.49,277.16,372.85,2024-02-04 04:00:00,2024-06-02 02:00:00,0.0,535.61,High Value
187,Customer 187,customer187@email.com,Yogyakarta,2023-07-06,737,Veteran,3.0,1100.3,366.77,417.98,2024-01-14 12:00:00,2024-03-28 12:00:00,1.0,705.86,VIP
188,Customer 188,customer188@email.com,Yogyakarta,2023-07-07,736,Veteran,9.0,3550.87,394.54,498.46,2024-01-06 05:00:00,2024-07-26 18:00:00,5.0,2196.98,VIP
189,Customer 189,customer189@email.com,Surabaya,2023-07-08,735,Veteran,1.0,202.44,202.44,202.44,2024-01-27 06:00:00,2024-01-27 06:00:00,0.0,144.71,Medium Value
190,Customer 190,customer190@email.com,Medan,2023-07-09,734,Veteran,9.0,1842.49,204.72,488.88,2024-01-02 23:00:00,2024-07-05 05:00:00,2.0,1152.97,VIP
191,Customer 191,customer191@email.com,Medan,2023-07-10,733,Veteran,5.0,1537.49,307.5,484.58,2024-01-21 06:00:00,2024-06-25 23:00:00,2.0,968.24,VIP
192,Customer 192,customer192@email.com,Surabaya,2023-07-11,732,Veteran,6.0,1449.21,241.54,443.01,2024-01-02 04:00:00,2024-05-24 00:00:00,1.0,911.68,VIP
193,Customer 193,customer193@email.com,Yogyakarta,2023-07-12,731,Veteran,2.0,455.07,227.54,228.3,2024-04-27 09:00:00,2024-07-13 06:00:00,0.0,301.8,Medium Value
194,Customer 194,customer194@email.com,Yogyakarta,2023-07-13,730,Veteran,7.0,1712.52,244.65,484.97,2024-02-05 10:00:00,2024-07-25 04:00:00,2.0,1072.98,VIP
195,Customer 195,customer195@email.com,Yogyakarta,2023-07-14,729,Veteran,5.0,1259.35,251.87,467.65,2024-01-18 18:00:00,2024-07-12 03:00:00,2.0,795.8,VIP
196,Customer 196,customer196@email.com,Jakarta,2023-07-15,728,Veteran,8.0,1299.39,162.42,232.63,2024-01-25 04:00:00,2024-07-13 02:00:00,0.0,819.88,VIP
197,Customer 197,customer197@email.com,Medan,2023-07-16,727,Veteran,0.0,0.0,0.0,0.0,,,0.0,0.0,
198,Customer 198,customer198@email.com,Jakarta,2023-07-17,726,Veteran,5.0,518.24,103.65,235.21,2024-01-14 03:00:00,2024-06-15 09:00:00,0.0,336.31,High Value
199,Customer 199,customer199@email.com,Medan,2023-07-18,725,Veteran,2.0,388.3,194.15,344.76,2024-04-11 01:00:00,2024-06-13 04:00:00,0.0,258.4,Medium Value
200,Customer 200,customer200@email.com,Yogyakarta,2023-07-19,724,Veteran,3.0,848.06,282.69,468.72,2024-03-22 19:00:00,2024-05-25 17:00:00,1.0,546.1,High Value
201,Customer 201,customer201@email.com,Medan,2023-07-20,723,Veteran,9.0,1375.19,152.8,349.87,2024-01-07 11:00:00,2024-07-24 23:00:00,0.0,867.39,VIP
202,Customer 202,customer202@email.com,Surabaya,2023-07-21,722,Veteran,6.0,1380.49,230.08,316.87,2024-01-05 06:00:00,2024-07-13 11:00:00,0.0,869.3,VIP
203,Customer 203,customer203@email.com,Yogyakarta,2023-07-22,721,Veteran,5.0,1446.9,289.38,441.68,2024-01-13 17:00:00,2024-06-29 15:00:00,2.0,912.08,VIP
204,Customer 204,customer204@email.com,Medan,2023-07-23,720,Veteran,4.0,835.45,208.86,437.06,2024-01-28 07:00:00,2024-07-23 13:00:00,1.0,534.16,High Value
205,Customer 205,customer205@email.com,Bandung,2023-07-24,719,Veteran,2.0,546.28,273.14,474.11,2024-02-17 07:00:00,2024-06-11 22:00:00,1.0,361.08,High Value
206,Customer 206,customer206@email.com,Yogyakarta,2023-07-25,718,Veteran,4.0,325.39,81.35,220.87,2024-01-04 12:00:00,2024-05-16 09:00:00,0.0,215.37,Medium Value
207,Customer 207,customer207@email.com,Yogyakarta,2023-07-26,717,Veteran,4.0,884.92,221.23,273.8,2024-01-08 19:00:00,2024-06-26 15:00:00,0.0,565.08,High Value
208,Customer 208,customer208@email.com,Bandung,2023-07-27,716,Veteran,4.0,1344.35,336.09,488.87,2024-01-16 20:00:00,2024-05-12 00:00:00,2.0,852.22,VIP
209,Customer 209,customer209@email.com,Medan,2023-07-28,715,Veteran,3.0,511.51,170.5,415.17,2024-03-16 03:00:00,2024-06-03 15:00:00,1.0,332.96,High Value
210,Customer 210,customer210@email.com,Bandung,2023-07-29,714,Veteran,6.0,1988.53,331.42,467.46,2024-03-05 11:00:00,2024-07-09 15:00:00,3.0,1244.26,VIP
211,Customer 211,customer211@email.com,Jakarta,2023-07-30,713,Veteran,4.0,1620.54,405.14,469.84,2024-05-26 15:00:00,2024-06-22 18:00:00,2.0,1024.84,VIP
212,Customer 212,customer212@email.com,Bandung,2023-07-31,712,Veteran,1.0,118.41,118.41,118.41,2024-02-22 12:00:00,2024-02-22 12:00:00,0.0,85.89,Medium Value
213,Customer 213,customer213@email.com,Medan,2023-08-01,711,Veteran,6.0,1845.32,307.55,480.58,2024-02-08 10:00:00,2024-07-10 22:00:00,1.0,1155.95,VIP
214,Customer 214,customer214@email.com,Jakarta,2023-08-02,710,Veteran,5.0,1090.39,218.08,405.48,2024-02-19 18:00:00,2024-07-18 16:00:00,1.0,691.04,VIP
215,Customer 215,customer215@email.com,Yogyakarta,2023-08-03,709,Veteran,4.0,1135.22,283.8,414.45,2024-01-01 11:00:00,2024-07-27 07:00:00,2.0,721.51,VIP
216,Customer 216,customer216@email.com,Surabaya,2023-08-04,708,Veteran,8.0,1304.43,163.05,292.79,2024-02-20 21:00:00,2024-07-21 00:00:00,0.0,822.96,VIP
217,Customer 217,customer217@email.com,Surabaya,2023-08-05,707,Veteran,7.0,2405.49,343.64,445.67,2024-01-06 03:00:00,2024-05-28 04:00:00,2.0,1498.66,VIP
218,Customer 218,customer218@email.com,Bandung,2023-08-06,706,Veteran,7.0,1796.47,256.64,479.41,2024-01-08 12:00:00,2024-06-23 16:00:00,2.0,1124.55,VIP
219,Customer 219,customer219@email.com,Bandung,2023-08-07,705,Veteran,1.0,88.1,88.1,88.1,2024-06-26 21:00:00,2024-06-26 21:00:00,0.0,64.67,Low Value
220,Customer 220,customer220@email.com,Bandung,2023-08-08,704,Veteran,10.0,2328.58,232.86,486.56,2024-01-12 22:00:00,2024-06-20 07:00:00,1.0,1450.43,VIP
221,Customer 221,customer221@email.com,Surabaya,2023-08-09,703,Veteran,3.0,472.03,157.34,242.47,2024-05-01 21:00:00,2024-06-05 12:00:00,0.0,307.95,Medium Value
222,Customer 222,customer222@email.com,Medan,2023-08-10,702,Veteran,4.0,586.69,146.67,246.7,2024-03-11 05:00:00,2024-06-29 20:00:00,0.0,378.68,High Value
223,Customer 223,customer223@email.com,Yogyakarta,2023-08-11,701,Veteran,9.0,1821.33,202.37,445.18,2024-01-29 03:00:00,2024-07-11 02:00:00,1.0,1140.04,VIP
224,Customer 224,customer224@email.com,Surabaya,2023-08-12,700,Veteran,5.0,1132.44,226.49,439.19,2024-02-11 23:00:00,2024-06-02 13:00:00,1.0,717.11,VIP
225,Customer 225,customer225@email.com,Surabaya,2023-08-13,699,Veteran,6.0,1728.2,288.03,434.72,2024-01-10 21:00:00,2024-04-14 07:00:00,1.0,1083.72,VIP
226,Customer 226,customer226@email.com,Yogyakarta,2023-08-14,698,Veteran,8.0,1783.32,222.92,390.0,2024-01-19 15:00:00,2024-06-23 06:00:00,0.0,1116.28,VIP
227,Customer 227,customer227@email.com,Yogyakarta,2023-08-15,697,Veteran,9.0,2259.12,251.01,432.87,2024-01-17 13:00:00,2024-06-26 01:00:00,2.0,1407.57,VIP
228,Customer 228,customer228@email.com,Surabaya,2023-08-16,696,Veteran,5.0,1142.38,228.48,467.54,2024-02-22 21:00:00,2024-07-20 19:00:00,1.0,723.28,VIP
229,Customer 229,customer229@email.com,Surabaya,2023-08-17,695,Veteran,8.0,2707.63,338.45,459.05,2024-02-08 13:00:00,2024-06-01 22:00:00,4.0,1682.42,VIP
230,Customer 230,customer230@email.com,Yogyakarta,2023-08-18,694,Veteran,3.0,205.36,68.45,140.19,2024-01-19 08:00:00,2024-05-10 16:00:00,0.0,139.06,Medium Value
231,Customer 231,customer231@email.com,Yogyakarta,2023-08-19,693,Veteran,8.0,2214.97,276.87,450.29,2024-01-07 07:00:00,2024-06-02 23:00:00,3.0,1380.67,VIP
232,Customer 232,customer232@email.com,Medan,2023-08-20,692,Veteran,3.0,807.87,269.29,300.85,2024-05-24 15:00:00,2024-07-02 13:00:00,0.0,520.65,High Value
233,Customer 233,customer233@email.com,Surabaya,2023-08-21,691,Veteran,10.0,2226.98,222.7,498.65,2024-01-12 01:00:00,2024-07-05 22:00:00,2.0,1388.46,VIP
234,Customer 234,customer234@email.com,Surabaya,2023-08-22,690,Veteran,3.0,1062.33,354.11,425.54,2024-01-11 16:00:00,2024-07-15 06:00:00,1.0,681.81,VIP
235,Customer 235,customer235@email.com,Bandung,2023-08-23,689,Veteran,4.0,765.18,191.3,287.35,2024-02-04 13:00:00,2024-07-10 15:00:00,0.0,490.24,High Value
236,Customer 236,customer236@email.com,Jakarta,2023-08-24,688,Veteran,4.0,1088.65,272.16,382.68,2024-02-14 19:00:00,2024-05-31 02:00:00,0.0,692.41,VIP
237,Customer 237,customer237@email.com,Surabaya,2023-08-25,687,Veteran,4.0,1255.33,313.83,421.18,2024-01-27 02:00:00,2024-05-12 16:00:00,1.0,796.58,VIP
238,Customer 238,customer238@email.com,Medan,2023-08-26,686,Veteran,3.0,917.11,305.7,393.55,2024-05-17 03:00:00,2024-06-19 11:00:00,0.0,589.84,High Value
239,Customer 239,customer239@email.com,Jakarta,2023-08-27,685,Veteran,5.0,1192.07,238.41,334.53,2024-02-12 00:00:00,2024-05-15 07:00:00,0.0,754.08,VIP
240,Customer 240,customer240@email.com,Surabaya,2023-08-28,684,Veteran,1.0,462.38,462.38,462.38,2024-07-07 10:00:00,2024-07-07 10:00:00,1.0,326.67,Medium Value
241,Customer 241,customer241@email.com,Bandung,2023-08-29,683,Veteran,2.0,757.01,378.5,487.48,2024-01-09 05:00:00,2024-05-05 00:00:00,1.0,498.06,High Value
242,Customer 242,customer242@email.com,Bandung,2023-08-30,682,Veteran,8.0,2454.76,306.85,480.77,2024-01-03 21:00:00,2024-05-24 12:00:00,4.0,1527.54,VIP
243,Customer 243,customer243@email.com,Yogyakarta,2023-08-31,681,Veteran,5.0,1215.95,243.19,398.64,2024-01-09 22:00:00,2024-06-16 13:00:00,0.0,768.89,VIP
244,Customer 244,customer244@email.com,Medan,2023-09-01,680,Veteran,4.0,1153.93,288.48,455.87,2024-01-03 06:00:00,2024-05-15 04:00:00,2.0,733.21,VIP
245,Customer 245,customer245@email.com,Medan,2023-09-02,679,Veteran,2.0,439.9,219.95,276.99,2024-03-26 22:00:00,2024-07-15 13:00:00,0.0,291.94,Medium Value
246,Customer 246,customer246@email.com,Medan,2023-09-03,678,Veteran,4.0,626.82,156.71,397.74,2024-01-22 16:00:00,2024-07-19 17:00:00,0.0,403.76,High Value
247,Customer 247,customer247@email.com,Yogyakarta,2023-09-04,677,Veteran,3.0,958.33,319.44,473.76,2024-01-13 14:00:00,2024-06-21 19:00:00,2.0,615.94,High Value
248,Customer 248,customer248@email.com,Yogyakarta,2023-09-05,676,Veteran,2.0,620.9,310.45,470.97,2024-05-13 01:00:00,2024-06-25 02:00:00,1.0,409.58,High Value
249,Customer 249,customer249@email.com,Surabaya,2023-09-06,675,Veteran,2.0,471.46,235.73,402.71,2024-02-16 05:00:00,2024-02-19 15:00:00,1.0,312.45,Medium Value
250,Customer 250,customer250@email.com,Bandung,2023-09-07,674,Veteran,5.0,1380.3,276.06,488.54,2024-02-14 09:00:00,2024-07-07 16:00:00,2.0,870.79,VIP
251,Customer 251,customer251@email.com,Bandung,2023-09-08,673,Veteran,7.0,2167.89,309.7,479.85,2024-02-11 15:00:00,2024-06-26 20:00:00,2.0,1352.7,VIP
252,Customer 252,customer252@email.com,Jakarta,2023-09-09,672,Veteran,2.0,884.67,442.34,465.28,2024-01-05 16:00:00,2024-02-06 06:00:00,2.0,581.04,High Value
253,Customer 253,customer253@email.com,Yogyakarta,2023-09-10,671,Veteran,8.0,1649.32,206.16,358.11,2024-01-02 11:00:00,2024-05-19 07:00:00,0.0,1034.21,VIP
254,Customer 254,customer254@email.com,Surabaya,2023-09-11,670,Veteran,9.0,2116.9,235.21,496.06,2024-01-16 10:00:00,2024-06-17 23:00:00,2.0,1320.66,VIP
255,Customer 255,customer255@email.com,Jakarta,2023-09-12,669,Veteran,1.0,287.29,287.29,287.29,2024-06-30 10:00:00,2024-06-30 10:00:00,0.0,204.1,Medium Value
256,Customer 256,customer256@email.com,Yogyakarta,2023-09-13,668,Veteran,4.0,722.28,180.57,319.41,2024-01-21 12:00:00,2024-05-31 05:00:00,0.0,463.42,High Value
257,Customer 257,customer257@email.com,Yogyakarta,2023-09-14,667,Veteran,4.0,814.62,203.66,332.74,2024-02-20 05:00:00,2024-07-25 01:00:00,0.0,521.14,High Value
258,Customer 258,customer258@email.com,Yogyakarta,2023-09-15,666,Veteran,3.0,941.99,314.0,478.27,2024-01-29 16:00:00,2024-07-10 10:00:00,1.0,605.59,High Value
259,Customer 259,customer259@email.com,Jakarta,2023-09-16,665,Veteran,6.0,898.25,149.71,388.1,2024-01-11 06:00:00,2024-06-20 00:00:00,0.0,571.92,High Value
260,Customer 260,customer260@email.com,Bandung,2023-09-17,664,Veteran,6.0,1131.21,188.54,317.97,2024-05-20 03:00:00,2024-07-25 13:00:00,0.0,715.58,VIP
261,Customer 261,customer261@email.com,Medan,2023-09-18,663,Veteran,8.0,2155.18,269.4,442.0,2024-02-27 05:00:00,2024-06-09 23:00:00,2.0,1344.05,VIP
262,Customer 262,customer262@email.com,Medan,2023-09-19,662,Veteran,5.0,789.53,157.91,404.89,2024-04-02 23:00:00,2024-07-15 09:00:00,1.0,504.51,High Value
263,Customer 263,customer263@email.com,Surabaya,2023-09-20,661,Veteran,4.0,1296.52,324.13,430.71,2024-01-16 00:00:00,2024-05-19 22:00:00,1.0,822.32,VIP
264,Customer 264,customer264@email.com,Bandung,2023-09-21,660,Veteran,6.0,1358.89,226.48,485.34,2024-01-24 22:00:00,2024-07-24 02:00:00,1.0,855.98,VIP
265,Customer 265,customer265@email.com,Bandung,2023-09-22,659,Veteran,4.0,501.77,125.44,257.85,2024-02-03 00:00:00,2024-07-25 08:00:00,0.0,325.61,High Value
266,Customer 266,customer266@email.com,Jakarta,2023-09-23,658,Veteran,3.0,911.08,303.69,407.85,2024-03-27 06:00:00,2024-07-09 13:00:00,1.0,586.02,High Value
267,Customer 267,customer267@email.com,Surabaya,2023-09-24,657,Veteran,3.0,764.27,254.76,497.22,2024-03-31 14:00:00,2024-07-19 12:00:00,1.0,493.04,High Value
268,Customer 268,customer268@email.com,Yogyakarta,2023-09-25,656,Veteran,11.0,3242.46,294.77,478.79,2024-01-12 08:00:00,2024-07-10 13:00:00,4.0,2007.95,VIP
269,Customer 269,customer269@email.com,Jakarta,2023-09-26,655,Veteran,2.0,354.86,177.43,334.12,2024-01-25 16:00:00,2024-06-21 11:00:00,0.0,236.66,Medium Value
270,Customer 270,customer270@email.com,Medan,2023-09-27,654,Veteran,6.0,1833.11,305.52,494.18,2024-01-05 09:00:00,2024-06-27 20:00:00,3.0,1148.42,VIP
271,Customer 271,customer271@email.com,Surabaya,2023-09-28,653,Veteran,4.0,697.62,174.4,481.16,2024-01-01 03:00:00,2024-04-10 09:00:00,1.0,448.01,High Value
272,Customer 272,customer272@email.com,Bandung,2023-09-29,652,Veteran,3.0,552.23,184.08,414.69,2024-01-27 05:00:00,2024-06-24 21:00:00,1.0,358.75,High Value
273,Customer 273,customer273@email.com,Jakarta,2023-09-30,651,Veteran,8.0,1956.93,244.62,492.62,2024-02-02 07:00:00,2024-07-18 11:00:00,1.0,1222.62,VIP
274,Customer 274,customer274@email.com,Yogyakarta,2023-10-01,650,Veteran,4.0,1047.44,261.86,430.04,2024-01-03 16:00:00,2024-04-12 16:00:00,1.0,666.65,VIP
275,Customer 275,customer275@email.com,Medan,2023-10-02,649,Veteran,2.0,683.76,341.88,369.96,2024-03-21 17:00:00,2024-06-28 07:00:00,0.0,450.44,High Value
276,Customer 276,customer276@email.com,Jakarta,2023-10-03,648,Veteran,3.0,542.61,180.87,339.77,2024-04-23 09:00:00,2024-07-01 05:00:00,0.0,352.65,High Value
277,Customer 277,customer277@email.com,Surabaya,2023-10-04,647,Veteran,11.0,2849.22,259.02,499.61,2024-01-02 06:00:00,2024-07-23 11:00:00,1.0,1768.43,VIP
278,Customer 278,customer278@email.com,Yogyakarta,2023-10-05,646,Veteran,4.0,1157.42,289.36,356.54,2024-03-16 13:00:00,2024-07-16 15:00:00,0.0,735.39,VIP
279,Customer 279,customer279@email.com,Yogyakarta,2023-10-06,645,Veteran,5.0,1424.92,284.98,456.0,2024-02-02 02:00:00,2024-07-11 04:00:00,1.0,898.45,VIP
280,Customer 280,customer280@email.com,Bandung,2023-10-07,644,Veteran,5.0,1176.12,235.22,376.29,2024-01-13 23:00:00,2024-07-18 01:00:00,0.0,744.19,VIP
281,Customer 281,customer281@email.com,Bandung,2023-10-08,643,Veteran,4.0,1330.79,332.7,465.03,2024-02-18 04:00:00,2024-06-27 17:00:00,2.0,843.74,VIP
282,Customer 282,customer282@email.com,Bandung,2023-10-09,642,Veteran,3.0,976.31,325.44,469.86,2024-02-12 04:00:00,2024-04-24 22:00:00,2.0,627.33,High Value
283,Customer 283,customer283@email.com,Surabaya,2023-10-10,641,Veteran,6.0,1053.35,175.56,361.98,2024-01-11 00:00:00,2024-07-04 04:00:00,0.0,667.57,VIP
284,Customer 284,customer284@email.com,Surabaya,2023-10-11,640,Veteran,5.0,1162.55,232.51,429.4,2024-01-19 19:00:00,2024-07-19 01:00:00,1.0,735.78,VIP
285,Customer 285,customer285@email.com,Medan,2023-10-12,639,Veteran,7.0,1149.85,164.26,442.45,2024-01-27 22:00:00,2024-04-08 04:00:00,1.0,727.34,VIP
286,Customer 286,customer286@email.com,Bandung,2023-10-13,638,Veteran,4.0,1088.04,272.01,405.29,2024-03-10 15:00:00,2024-07-23 19:00:00,1.0,692.02,VIP
287,Customer 287,customer287@email.com,Jakarta,2023-10-14,637,Veteran,6.0,1555.01,259.17,457.77,2024-03-17 23:00:00,2024-07-22 21:00:00,1.0,976.92,VIP
288,Customer 288,customer288@email.com,Bandung,2023-10-15,636,Veteran,8.0,1640.24,205.03,415.93,2024-01-22 01:00:00,2024-05-29 23:00:00,1.0,1028.65,VIP
289,Customer 289,customer289@email.com,Jakarta,2023-10-16,635,Veteran,10.0,2619.1,261.91,446.06,2024-01-07 03:00:00,2024-06-24 18:00:00,3.0,1627.65,VIP
290,Customer 290,customer290@email.com,Surabaya,2023-10-17,634,Veteran,3.0,532.52,177.51,255.15,2024-07-12 21:00:00,2024-07-27 03:00:00,0.0,346.26,High Value
291,Customer 291,customer291@email.com,Jakarta,2023-10-18,633,Veteran,4.0,421.37,105.34,316.77,2024-02-29 08:00:00,2024-07-04 17:00:00,0.0,275.36,Medium Value
292,Customer 292,customer292@email.com,Bandung,2023-10-19,632,Veteran,3.0,1158.16,386.05,465.14,2024-03-04 12:00:00,2024-07-24 11:00:00,2.0,742.5,VIP
293,Customer 293,customer293@email.com,Yogyakarta,2023-10-20,631,Veteran,5.0,1052.08,210.42,419.86,2024-03-27 23:00:00,2024-05-06 17:00:00,1.0,667.29,VIP
294,Customer 294,customer294@email.com,Surabaya,2023-10-21,630,Veteran,4.0,837.33,209.33,337.89,2024-01-13 22:00:00,2024-07-11 07:00:00,0.0,535.33,High Value
295,Customer 295,customer295@email.com,Medan,2023-10-22,629,Veteran,5.0,1149.7,229.94,448.11,2024-03-01 01:00:00,2024-07-27 04:00:00,1.0,727.81,VIP
296,Customer 296,customer296@email.com,Yogyakarta,2023-10-23,628,Veteran,7.0,2333.01,333.29,417.86,2024-01-05 18:00:00,2024-07-10 09:00:00,2.0,1454.14,VIP
297,Customer 297,customer297@email.com,Jakarta,2023-10-24,627,Veteran,2.0,231.44,115.72,177.94,2024-03-06 11:00:00,2024-06-19 01:00:00,0.0,156.44,Medium Value
298,Customer 298,customer298@email.com,Yogyakarta,2023-10-25,626,Veteran,3.0,1254.22,418.07,492.58,2024-01-15 22:00:00,2024-05-05 03:00:00,2.0,803.34,VIP
299,Customer 299,customer299@email.com,Medan,2023-10-26,625,Veteran,0.0,0.0,0.0,0.0,,,0.0,0.0,
300,Customer 300,customer300@email.com,Bandung,2023-10-27,624,Veteran,3.0,1071.05,357.02,489.39,2024-02-26 00:00:00,2024-07-17 17:00:00,1.0,687.33,VIP
301,Customer 301,customer301@email.com,Medan,2023-10-28,623,Veteran,7.0,1700.09,242.87,385.51,2024-02-06 02:00:00,2024-07-07 12:00:00,0.0,1065.34,VIP
302,Customer 302,customer302@email.com,Surabaya,2023-10-29,622,Veteran,10.0,3075.87,307.59,487.87,2024-01-20 23:00:00,2024-07-05 03:00:00,3.0,1906.28,VIP
303,Customer 303,customer303@email.com,Yogyakarta,2023-10-30,621,Veteran,8.0,2179.97,272.5,481.09,2024-02-15 04:00:00,2024-07-23 22:00:00,2.0,1359.23,VIP
304,Customer 304,customer304@email.com,Surabaya,2023-10-31,620,Veteran,5.0,1398.0,279.6,476.59,2024-01-16 09:00:00,2024-07-20 11:00:00,2.0,881.76,VIP
305,Customer 305,customer305@email.com,Yogyakarta,2023-11-01,619,Veteran,8.0,1457.45,182.18,385.6,2024-01-24 13:00:00,2024-07-16 20:00:00,0.0,916.69,VIP
